store_id,store_name,store_type,customer_name,place_name,town
T4942,Torrisons Upper Harbury,main,Torrisons,Upper Harbury,Harbury
N3445,Nesco North Rindleton,main,Nesco,North Rindleton,Rindleton
T5371,Torrisons North Harrowmere,main,Torrisons,North Harrowmere,Harrowmere
M5266,Local Mainsburys Upper Hartmere,convenience,Mainsburys,Upper Hartmere,Hartmere
M2836,Mainsburys Upper Greengate,main,Mainsburys,Upper Greengate,Greengate
M2293,Mainsburys East Everdale,main,Mainsburys,East Everdale,Everdale
T726,Torrisons North Rockington,main,Torrisons,North Rockington,Rockington
N3730,Local Nesco Upper Wetherbrook,convenience,Nesco,Upper Wetherbrook,Wetherbrook
T526,Torrisons Lower Harrowmere,main,Torrisons,Lower Harrowmere,Harrowmere
P4186,Little Platerows Lower Yoxminster,convenience,Platerows,Lower Yoxminster,Yoxminster
N4417,Nesco Lower Wickhamford,main,Nesco,Lower Wickhamford,Wickhamford
N2358,Nesco West Blackmere,main,Nesco,West Blackmere,Blackmere
M3534,Mainsburys West Winshaw,main,Mainsburys,West Winshaw,Winshaw
N5319,Local Nesco Upper Brightmere,convenience,Nesco,Upper Brightmere,Brightmere
M3252,Local Mainsburys Lower Rindleton,convenience,Mainsburys,Lower Rindleton,Rindleton
N5348,Nesco West Windmere,main,Nesco,West Windmere,Windmere
M2156,Mainsburys North Eastmere,main,Mainsburys,North Eastmere,Eastmere
M2854,Mainsburys East Eldwich,main,Mainsburys,East Eldwich,Eldwich
N5738,Local Nesco Upper Buckleigh,convenience,Nesco,Upper Buckleigh,Buckleigh
P1157,Platerows Fenleigh,main,Platerows,Fenleigh,Fenleigh
N5782,Nesco North Drummondale,main,Nesco,North Drummondale,Drummondale
N6488,Nesco South Clayworth,main,Nesco,South Clayworth,Clayworth
P5345,Platerows Lower Winshaw,main,Platerows,Lower Winshaw,Winshaw
P5831,Little Platerows South Eldwich,convenience,Platerows,South Eldwich,Eldwich
P4595,Platerows Upper Ironmere,main,Platerows,Upper Ironmere,Ironmere
P5821,Platerows West Hogsden,main,Platerows,West Hogsden,Hogsden
P6329,Little Platerows East Thatchwyke,convenience,Platerows,East Thatchwyke,Thatchwyke
N2369,Local Nesco West Farrowgate,convenience,Nesco,West Farrowgate,Farrowgate
N6362,Local Nesco North Drummondale,convenience,Nesco,North Drummondale,Drummondale
N4286,Nesco North Harrowmere,main,Nesco,North Harrowmere,Harrowmere
N3278,Local Nesco North Millthorpe,convenience,Nesco,North Millthorpe,Millthorpe
M6605,Local Mainsburys Somerleigh,convenience,Mainsburys,Somerleigh,Somerleigh
N4775,Nesco Lower Highmere,main,Nesco,Lower Highmere,Highmere
T2924,Torrisons West Hadlow,main,Torrisons,West Hadlow,Hadlow
M4888,Local Mainsburys East Bramwyck,convenience,Mainsburys,East Bramwyck,Bramwyck
P2265,Platerows West Saxmere,main,Platerows,West Saxmere,Saxmere
M4400,Mainsburys West Southmere,main,Mainsburys,West Southmere,Southmere
N433,Local Nesco South Greythorne,convenience,Nesco,South Greythorne,Greythorne
N2702,Local Nesco Halberton,convenience,Nesco,Halberton,Halberton
N1062,Local Nesco East Hallmere,convenience,Nesco,East Hallmere,Hallmere
M214,Mainsburys West Luddington,main,Mainsburys,West Luddington,Luddington
N2219,Nesco Grimsbyrn,main,Nesco,Grimsbyrn,Grimsbyrn
N1638,Local Nesco East Wexford,convenience,Nesco,East Wexford,Wexford
P1198,Platerows West Southmere,main,Platerows,West Southmere,Southmere
M7051,Mainsburys North Everdale,main,Mainsburys,North Everdale,Everdale
M1395,Mainsburys East Rockington,main,Mainsburys,East Rockington,Rockington
M1315,Local Mainsburys East Rockington,convenience,Mainsburys,East Rockington,Rockington
N1911,Local Nesco East Stonleigh,convenience,Nesco,East Stonleigh,Stonleigh
T5631,Torrisons North Cornthwaite,main,Torrisons,North Cornthwaite,Cornthwaite
P987,Platerows Upper Mossthorpe,main,Platerows,Upper Mossthorpe,Mossthorpe
T5438,Torrisons East Ayleswick,main,Torrisons,East Ayleswick,Ayleswick
T1861,Torrisons Stonleigh,main,Torrisons,Stonleigh,Stonleigh
T6155,Torrisons West Chilversham,main,Torrisons,West Chilversham,Chilversham
N6149,Nesco Oxtonford,main,Nesco,Oxtonford,Oxtonford
T325,Torrisons East Lowdenham,main,Torrisons,East Lowdenham,Lowdenham
P6125,Little Platerows Lower Pendlestone,convenience,Platerows,Lower Pendlestone,Pendlestone
P6330,Platerows East Alderwyck,main,Platerows,East Alderwyck,Alderwyck
T3837,Torrisons Lower Fairholt,main,Torrisons,Lower Fairholt,Fairholt
M2221,Local Mainsburys West Brackmere,convenience,Mainsburys,West Brackmere,Brackmere
N3838,Local Nesco West Keswicke,convenience,Nesco,West Keswicke,Keswicke
P1988,Platerows Lower Brightmere,main,Platerows,Lower Brightmere,Brightmere
P6387,Platerows Lower Millthorpe,main,Platerows,Lower Millthorpe,Millthorpe
T7034,Torrisons Lower Crowleigh,main,Torrisons,Lower Crowleigh,Crowleigh
M4981,Local Mainsburys South Stonleigh,convenience,Mainsburys,South Stonleigh,Stonleigh
M6129,Mainsburys North Oakenshire,main,Mainsburys,North Oakenshire,Oakenshire
P2464,Little Platerows West Burrowden,convenience,Platerows,West Burrowden,Burrowden
P3760,Little Platerows South Moorstead,convenience,Platerows,South Moorstead,Moorstead
N4994,Local Nesco West Langmere,convenience,Nesco,West Langmere,Langmere
P4487,Little Platerows West Darrowby,convenience,Platerows,West Darrowby,Darrowby
P2021,Platerows South Mapplethorpe,main,Platerows,South Mapplethorpe,Mapplethorpe
P3220,Little Platerows Lower Dunbridge,convenience,Platerows,Lower Dunbridge,Dunbridge
N6088,Local Nesco East Colmere,convenience,Nesco,East Colmere,Colmere
N638,Local Nesco North Cherriford,convenience,Nesco,North Cherriford,Cherriford
P4337,Platerows Upper Blisworth,main,Platerows,Upper Blisworth,Blisworth
P887,Platerows South Harrowmere,main,Platerows,South Harrowmere,Harrowmere
M67,Local Mainsburys South Fairholt,convenience,Mainsburys,South Fairholt,Fairholt
N1907,Nesco South Millthorpe,main,Nesco,South Millthorpe,Millthorpe
N5691,Nesco North Crowleigh,main,Nesco,North Crowleigh,Crowleigh
M2430,Local Mainsburys North Greystead,convenience,Mainsburys,North Greystead,Greystead
P6946,Little Platerows East Thornwick,convenience,Platerows,East Thornwick,Thornwick
N3149,Local Nesco West Winshaw,convenience,Nesco,West Winshaw,Winshaw
P1891,Little Platerows Rockington,convenience,Platerows,Rockington,Rockington
N6670,Nesco West Halberton,main,Nesco,West Halberton,Halberton
P3344,Little Platerows North Ashcombe,convenience,Platerows,North Ashcombe,Ashcombe
P5813,Platerows Oxtonford,main,Platerows,Oxtonford,Oxtonford
N917,Local Nesco Lower Draycott,convenience,Nesco,Lower Draycott,Draycott
P4846,Little Platerows South Hogsden,convenience,Platerows,South Hogsden,Hogsden
N5840,Nesco South Casterly,main,Nesco,South Casterly,Casterly
N2795,Local Nesco Upper Norhollow,convenience,Nesco,Upper Norhollow,Norhollow
P1481,Little Platerows West Alderwyck,convenience,Platerows,West Alderwyck,Alderwyck
T844,Torrisons Lower Shaldwick,main,Torrisons,Lower Shaldwick,Shaldwick
N5814,Local Nesco Lower Westleigh,convenience,Nesco,Lower Westleigh,Westleigh
M5219,Mainsburys Upper Ayleswick,main,Mainsburys,Upper Ayleswick,Ayleswick
N5309,Local Nesco South Wrenford,convenience,Nesco,South Wrenford,Wrenford
P2062,Little Platerows West Norbury,convenience,Platerows,West Norbury,Norbury
M4952,Local Mainsburys West Norcombe,convenience,Mainsburys,West Norcombe,Norcombe
P3918,Platerows West Foxglade,main,Platerows,West Foxglade,Foxglade
N2147,Nesco South Longmere,main,Nesco,South Longmere,Longmere
P5822,Little Platerows North Pelhamstead,convenience,Platerows,North Pelhamstead,Pelhamstead
P3195,Little Platerows Lower Grimsbyrn,convenience,Platerows,Lower Grimsbyrn,Grimsbyrn
N3057,Nesco South Eldermoor,main,Nesco,South Eldermoor,Eldermoor
N6289,Local Nesco Lower Oakenshire,convenience,Nesco,Lower Oakenshire,Oakenshire
P1661,Platerows East Eddington,main,Platerows,East Eddington,Eddington
P6479,Platerows Lower Eastmere,main,Platerows,Lower Eastmere,Eastmere
N3605,Nesco Upper Langmere,main,Nesco,Upper Langmere,Langmere
M627,Local Mainsburys South Chilversham,convenience,Mainsburys,South Chilversham,Chilversham
M37,Local Mainsburys East Hogsden,convenience,Mainsburys,East Hogsden,Hogsden
P1886,Platerows Upper Yoxminster,main,Platerows,Upper Yoxminster,Yoxminster
N5428,Local Nesco West Quenndale,convenience,Nesco,West Quenndale,Quenndale
T2332,Torrisons South Luddington,main,Torrisons,South Luddington,Luddington
P5905,Little Platerows Lower Somerleigh,convenience,Platerows,Lower Somerleigh,Somerleigh
P1246,Little Platerows Upper Dunbridge,convenience,Platerows,Upper Dunbridge,Dunbridge
M4934,Mainsburys West Dunsmere,main,Mainsburys,West Dunsmere,Dunsmere
P1922,Little Platerows North Rindleton,convenience,Platerows,North Rindleton,Rindleton
N3563,Nesco North Harthwick,main,Nesco,North Harthwick,Harthwick
P2351,Little Platerows Upper Yoxminster,convenience,Platerows,Upper Yoxminster,Yoxminster
M2494,Mainsburys South Oatmere,main,Mainsburys,South Oatmere,Oatmere
P2827,Platerows Upper Meresbourne,main,Platerows,Upper Meresbourne,Meresbourne
M5381,Mainsburys Clayworth,main,Mainsburys,Clayworth,Clayworth
M4985,Mainsburys South Thatchwyke,main,Mainsburys,South Thatchwyke,Thatchwyke
N6536,Nesco North Mistridge,main,Nesco,North Mistridge,Mistridge
N826,Local Nesco North Charnwood,convenience,Nesco,North Charnwood,Charnwood
P4607,Little Platerows Upper Netherton,convenience,Platerows,Upper Netherton,Netherton
P7126,Little Platerows South Branscombe,convenience,Platerows,South Branscombe,Branscombe
P5775,Platerows South Everdale,main,Platerows,South Everdale,Everdale
M2449,Mainsburys North Litchwood,main,Mainsburys,North Litchwood,Litchwood
P2370,Little Platerows Haythorne,convenience,Platerows,Haythorne,Haythorne
N1584,Local Nesco Yarrowby,convenience,Nesco,Yarrowby,Yarrowby
P4419,Little Platerows North Mossthorpe,convenience,Platerows,North Mossthorpe,Mossthorpe
N6587,Local Nesco Grimsbyrn,convenience,Nesco,Grimsbyrn,Grimsbyrn
M6796,Local Mainsburys West Ledbury,convenience,Mainsburys,West Ledbury,Ledbury
N3577,Local Nesco South Hartmere,convenience,Nesco,South Hartmere,Hartmere
M4358,Mainsburys South Brightmere,main,Mainsburys,South Brightmere,Brightmere
P5416,Little Platerows North Crowleigh,convenience,Platerows,North Crowleigh,Crowleigh
M4181,Local Mainsburys West Mapplethorpe,convenience,Mainsburys,West Mapplethorpe,Mapplethorpe
N2968,Nesco Upper Ayleswick,main,Nesco,Upper Ayleswick,Ayleswick
T5912,Torrisons Upper Mossthorpe,main,Torrisons,Upper Mossthorpe,Mossthorpe
M5668,Local Mainsburys East Rindleton,convenience,Mainsburys,East Rindleton,Rindleton
P1071,Little Platerows Upper Brambleton,convenience,Platerows,Upper Brambleton,Brambleton
M1862,Mainsburys South Norbury,main,Mainsburys,South Norbury,Norbury
P5480,Little Platerows North Hawkenridge,convenience,Platerows,North Hawkenridge,Hawkenridge
N6994,Local Nesco Ormsleigh,convenience,Nesco,Ormsleigh,Ormsleigh
N6569,Local Nesco South Saxmere,convenience,Nesco,South Saxmere,Saxmere
N3727,Local Nesco West Oatmere,convenience,Nesco,West Oatmere,Oatmere
N502,Local Nesco East Stagthorne,convenience,Nesco,East Stagthorne,Stagthorne
N5058,Nesco Brightmere,main,Nesco,Brightmere,Brightmere
T3240,Torrisons Lower Huntwick,main,Torrisons,Lower Huntwick,Huntwick
N688,Nesco North Dorleigh,main,Nesco,North Dorleigh,Dorleigh
P2646,Platerows Lower Ketterly,main,Platerows,Lower Ketterly,Ketterly
N2320,Local Nesco Upper Farrowgate,convenience,Nesco,Upper Farrowgate,Farrowgate
M2347,Mainsburys South Ledbury,main,Mainsburys,South Ledbury,Ledbury
P3691,Little Platerows West Colmere,convenience,Platerows,West Colmere,Colmere
T36,Torrisons East Everdale,main,Torrisons,East Everdale,Everdale
M3428,Local Mainsburys Ormsleigh,convenience,Mainsburys,Ormsleigh,Ormsleigh
T4374,Torrisons Lower Bleakmere,main,Torrisons,Lower Bleakmere,Bleakmere
N5171,Local Nesco Lower Litchwood,convenience,Nesco,Lower Litchwood,Litchwood
M1183,Local Mainsburys Lower Fairholt,convenience,Mainsburys,Lower Fairholt,Fairholt
M6406,Mainsburys Upper Elderwick,main,Mainsburys,Upper Elderwick,Elderwick
P6256,Platerows West Winshaw,main,Platerows,West Winshaw,Winshaw
M207,Local Mainsburys Gainsworth,convenience,Mainsburys,Gainsworth,Gainsworth
M6020,Mainsburys Upper Fenshire,main,Mainsburys,Upper Fenshire,Fenshire
N2422,Local Nesco Lower Dorleigh,convenience,Nesco,Lower Dorleigh,Dorleigh
P5602,Little Platerows Lower Alderwyck,convenience,Platerows,Lower Alderwyck,Alderwyck
N2802,Nesco Craydon,main,Nesco,Craydon,Craydon
P2212,Platerows Lower Denthorpe,main,Platerows,Lower Denthorpe,Denthorpe
T4779,Torrisons Norhollow,main,Torrisons,Norhollow,Norhollow
M2596,Mainsburys North Norcombe,main,Mainsburys,North Norcombe,Norcombe
N1331,Nesco East Hallmere,main,Nesco,East Hallmere,Hallmere
N1424,Local Nesco West Gainsworth,convenience,Nesco,West Gainsworth,Gainsworth
T7309,Torrisons East Marlington,main,Torrisons,East Marlington,Marlington
N1220,Nesco West Thornwick,main,Nesco,West Thornwick,Thornwick
T1669,Torrisons Fenshire,main,Torrisons,Fenshire,Fenshire
N5291,Nesco North Brindleford,main,Nesco,North Brindleford,Brindleford
N1511,Nesco Lower Buckleigh,main,Nesco,Lower Buckleigh,Buckleigh
P2088,Platerows South Saxmere,main,Platerows,South Saxmere,Saxmere
N2349,Nesco Blisworth,main,Nesco,Blisworth,Blisworth
N4074,Nesco East Stagthorne,main,Nesco,East Stagthorne,Stagthorne
P2032,Platerows West Burrowden,main,Platerows,West Burrowden,Burrowden
T269,Torrisons West Oxtonford,main,Torrisons,West Oxtonford,Oxtonford
M2227,Local Mainsburys Upper Wetherbrook,convenience,Mainsburys,Upper Wetherbrook,Wetherbrook
P2642,Platerows Lower Broxted,main,Platerows,Lower Broxted,Broxted
N3104,Local Nesco South Banebridge,convenience,Nesco,South Banebridge,Banebridge
P1722,Platerows Millthorpe,main,Platerows,Millthorpe,Millthorpe
N2863,Nesco East Ravenmere,main,Nesco,East Ravenmere,Ravenmere
N3814,Nesco Mallowmere,main,Nesco,Mallowmere,Mallowmere
P806,Little Platerows North Litchwood,convenience,Platerows,North Litchwood,Litchwood
P5318,Platerows Ravengate,main,Platerows,Ravengate,Ravengate
M3447,Mainsburys Lower Fenbrook,main,Mainsburys,Lower Fenbrook,Fenbrook
N615,Local Nesco East Fenleigh,convenience,Nesco,East Fenleigh,Fenleigh
M2839,Local Mainsburys Upper Caerhurst,convenience,Mainsburys,Upper Caerhurst,Caerhurst
P519,Little Platerows East Rockington,convenience,Platerows,East Rockington,Rockington
N4689,Local Nesco Mossthorpe,convenience,Nesco,Mossthorpe,Mossthorpe
T5960,Torrisons East Lunsfield,main,Torrisons,East Lunsfield,Lunsfield
P5316,Little Platerows North Oakenshire,convenience,Platerows,North Oakenshire,Oakenshire
P4606,Platerows North Falkenridge,main,Platerows,North Falkenridge,Falkenridge
M5254,Local Mainsburys Upper Falkenridge,convenience,Mainsburys,Upper Falkenridge,Falkenridge
N565,Nesco North Grimthorpe,main,Nesco,North Grimthorpe,Grimthorpe
T249,Torrisons South Darrowby,main,Torrisons,South Darrowby,Darrowby
N7262,Nesco North Goldwynn,main,Nesco,North Goldwynn,Goldwynn
P5005,Little Platerows West Cherriford,convenience,Platerows,West Cherriford,Cherriford
P5212,Platerows Hawkenridge,main,Platerows,Hawkenridge,Hawkenridge
P2764,Little Platerows West Eldwich,convenience,Platerows,West Eldwich,Eldwich
M1253,Mainsburys Longmere,main,Mainsburys,Longmere,Longmere
N2045,Nesco West Winshaw,main,Nesco,West Winshaw,Winshaw
P4250,Little Platerows Upper Casterly,convenience,Platerows,Upper Casterly,Casterly
M5932,Local Mainsburys Eldwich,convenience,Mainsburys,Eldwich,Eldwich
P6545,Platerows Upper Clayworth,main,Platerows,Upper Clayworth,Clayworth
T6843,Torrisons South Fenleigh,main,Torrisons,South Fenleigh,Fenleigh
N5710,Local Nesco Ironmere,convenience,Nesco,Ironmere,Ironmere
P7147,Little Platerows Lower Farrowgate,convenience,Platerows,Lower Farrowgate,Farrowgate
M669,Mainsburys West Wickhamford,main,Mainsburys,West Wickhamford,Wickhamford
M2960,Local Mainsburys Loxborough,convenience,Mainsburys,Loxborough,Loxborough
N3041,Local Nesco South Chilversham,convenience,Nesco,South Chilversham,Chilversham
T6811,Torrisons West Darrowby,main,Torrisons,West Darrowby,Darrowby
M1990,Local Mainsburys South Coldminster,convenience,Mainsburys,South Coldminster,Coldminster
N6196,Local Nesco Upper Eastmere,convenience,Nesco,Upper Eastmere,Eastmere
T7270,Torrisons North Oakenshire,main,Torrisons,North Oakenshire,Oakenshire
P4557,Platerows Lower Blisworth,main,Platerows,Lower Blisworth,Blisworth
P3167,Platerows Westleigh,main,Platerows,Westleigh,Westleigh
M2716,Mainsburys East Brindleford,main,Mainsburys,East Brindleford,Brindleford
N6721,Local Nesco West Draycott,convenience,Nesco,West Draycott,Draycott
T1008,Torrisons North Wrenford,main,Torrisons,North Wrenford,Wrenford
T3879,Torrisons Upper Everdale,main,Torrisons,Upper Everdale,Everdale
M6294,Local Mainsburys South Ketterly,convenience,Mainsburys,South Ketterly,Ketterly
N3877,Nesco East Winshaw,main,Nesco,East Winshaw,Winshaw
M592,Local Mainsburys East Quetherby,convenience,Mainsburys,East Quetherby,Quetherby
N6202,Local Nesco North Grimthorpe,convenience,Nesco,North Grimthorpe,Grimthorpe
M2956,Mainsburys East Casterly,main,Mainsburys,East Casterly,Casterly
N3020,Local Nesco South Casterly,convenience,Nesco,South Casterly,Casterly
T3607,Torrisons East Redwick,main,Torrisons,East Redwick,Redwick
N1535,Nesco Mistridge,main,Nesco,Mistridge,Mistridge
T5272,Torrisons South Craydon,main,Torrisons,South Craydon,Craydon
P3433,Little Platerows Upper Mapplethorpe,convenience,Platerows,Upper Mapplethorpe,Mapplethorpe
P4724,Little Platerows East Everdale,convenience,Platerows,East Everdale,Everdale
P3426,Platerows West Branscombe,main,Platerows,West Branscombe,Branscombe
N687,Nesco South Drummondale,main,Nesco,South Drummondale,Drummondale
T6413,Torrisons North Ormsleigh,main,Torrisons,North Ormsleigh,Ormsleigh
N4787,Local Nesco North Mallowmere,convenience,Nesco,North Mallowmere,Mallowmere
M2573,Mainsburys Upper Rockington,main,Mainsburys,Upper Rockington,Rockington
M5368,Local Mainsburys East Mapplethorpe,convenience,Mainsburys,East Mapplethorpe,Mapplethorpe
N5925,Nesco West Fenleigh,main,Nesco,West Fenleigh,Fenleigh
T6037,Torrisons North Hollowbrook,main,Torrisons,North Hollowbrook,Hollowbrook
P3668,Little Platerows Lower Rockington,convenience,Platerows,Lower Rockington,Rockington
M1505,Local Mainsburys North Longmere,convenience,Mainsburys,North Longmere,Longmere
N172,Local Nesco North Hogsden,convenience,Nesco,North Hogsden,Hogsden
M2036,Mainsburys North Millthorpe,main,Mainsburys,North Millthorpe,Millthorpe
N1622,Local Nesco East Crowleigh,convenience,Nesco,East Crowleigh,Crowleigh
N4973,Nesco Upper Banebridge,main,Nesco,Upper Banebridge,Banebridge
N4444,Nesco East Pelhamstead,main,Nesco,East Pelhamstead,Pelhamstead
T3159,Torrisons Lower Fenleigh,main,Torrisons,Lower Fenleigh,Fenleigh
P2373,Little Platerows Pelhamstead,convenience,Platerows,Pelhamstead,Pelhamstead
M814,Mainsburys Lower Pennbrook,main,Mainsburys,Lower Pennbrook,Pennbrook
N6107,Nesco East Westleigh,main,Nesco,East Westleigh,Westleigh
M3440,Local Mainsburys South Kellington,convenience,Mainsburys,South Kellington,Kellington
P5617,Platerows South Welford,main,Platerows,South Welford,Welford
N5049,Nesco South Langmere,main,Nesco,South Langmere,Langmere
N1178,Local Nesco Southmere,convenience,Nesco,Southmere,Southmere
